"happiness" "sunshine"
10.4703288611931 978.449045840053
6.62980684672523 660.922380565662
11.3084873796022 1093.4792537552
9.6251068314424 978.865294762708
10.8945537965906 1135.48659310834
9.10345255231903 907.043585331958
10.6157049631589 990.433760240609
12.3881173051659 1172.92190630979
9.61893104264091 1025.62710935793
10.0967084634492 1055.04555890155
10.8891209609043 1093.72434959621
8.93681130573078 863.770164682616
12.454395519531 1196.60830310317
10.0495980542252 995.834407529623
11.0315105590259 1120.24520660358
10.2772484034119 988.009974492577
9.74791624544694 987.028853650634
9.30890174944672 970.429301597693
10.8837615045579 1076.57722227737
8.99781300129548 909.845659974005
7.65411877063601 733.416061308892
9.03382597945169 985.155905662453
10.3623958695707 1084.03074559833
10.0459124950453 1066.70781432735
9.01272961174797 906.700054723665
8.64638419067767 896.911417948963
9.20060623739026 913.882279410645
8.50998545471017 902.67928332742
10.0032090758925 1062.84024462088
10.2781629466019 1030.83384723501
10.5527503427125 1077.72839193927
9.18246985765711 943.441811055125
10.9558633572477 1140.07133621034
9.02590124908185 908.992180280825
9.39502972228497 925.189015057466
11.2391742428017 1060.2784467696
10.1757089911573 1005.21984918855
11.2766452067188 1106.78812836106
10.0626457708627 947.64810024398
9.76647118803459 962.319395842412
10.7418001466121 1038.45116452924
10.4527907210809 1020.01921218316
8.53620822755044 876.569070376073
11.3960026277361 1080.81369500529
11.8726571974204 1175.82707033879
9.99558855216275 1065.75363940191
10.069619240574 1055.23655906066
9.36112421598829 964.552350665244
10.2916980638292 1010.99241881057
9.60329431782039 1027.82849915993
10.4813607269654 1032.15749933274
10.018853177999 1093.39647896075
10.5025071928124 1094.00364937973
9.62715058923484 917.125676590065
10.911035276233 1058.73577251938
11.1759358040014 1138.06584521541
9.80221828586254 1074.20058165494
9.37351409286475 943.574307873527
9.98759180989758 1022.88369441208
8.56799383913944 916.189029031885
10.2343741353941 1035.77313074694
9.1448049380474 1014.36606638336
10.3680662317797 1026.65905528828
9.25210107077719 933.96031699411
7.37512009141869 804.472507795963
11.1280569551684 1029.08813956415
10.3514995837133 1002.21452131746
10.6074022073843 1049.70867596157
10.0989140699331 922.298812099364
6.23024084189277 705.260816533705
9.94386725270061 1009.80650601366
10.8662451490346 1003.74680576183
10.1371087556959 999.458071951527
11.0129088283139 1087.33719454141
8.96343914263396 867.52235728836
11.0701240382679 1106.58047304729
9.63196586787831 1006.38663897664
10.7405471217438 1147.00708678899
8.66071493460164 849.487703515315
8.63929302011655 854.876195348086
8.9390625658728 939.510495096099
9.8958452315509 996.081378241005
11.3769208317172 1196.21570532957
10.0513667481917 979.698038876023
7.31220323224266 799.832290620483
12.2810662801298 1186.59898877203
11.0833851971153 1156.86503504591
9.23959724886788 949.47348151161
11.9352290436431 1182.42798985473
11.0639533345293 1050.0768711276
11.4897974820093 1128.80566091663
8.84917162153921 902.808897812065
9.80714857967975 960.466396538745
10.1208877538778 1056.28545781529
9.05538845972625 835.236652821975
8.2887545588882 853.610044118214
9.10894023806647 892.948108949224
11.0943858501952 1101.34432991045
10.2549252211507 1040.68505748398
11.7630329710617 1084.94130401864
